method,scenario,seed,num_variables,outcome,executed_verified,optimized_verified,repaired_verified,fallback_used,fallback_verified,raw_verified,wipeout,operational_stall,invalid_decode,continuous_iterations,total_time_ns,propagation_time_ns,continuous_time_ns,repair_time_ns,repair_attempted,repair_initial_core,repair_final_core,repair_expansions,repair_used_explanation,repair_used_assumption_core,repair_used_frontier,repair_boundary_released,repair_full_scope,repair_status,cert_overhead_ns,cert_size_bytes,values_before,values_after,tuples_before,tuples_after,cf_throughput,cf_energy,cf_hof,cf_fairness,ex_throughput,ex_energy,ex_hof,ex_fairness
Continuous only,S5,69,30,blocked,False,False,False,True,False,False,False,True,False,74,298364300,0,298292000,0,False,0,0,0,False,False,False,0,False,none,0,0,120,120,253,253,11.512597128521383,4.5515359753346966e-05,0.03200000002,0.6041307400665047,,,,
GAC + decode,S5,69,30,blocked,False,False,False,True,False,False,False,True,False,73,171869300,199400,171591000,0,False,0,0,0,False,False,False,0,False,none,0,0,120,94,253,171,11.512597128521383,4.5515359753346966e-05,0.03200000002,0.6041307400665047,,,,
CP-SAT,S5,69,30,full_repair,True,False,True,False,False,False,False,False,False,0,4447500,0,0,4340000,True,30,30,0,False,False,False,0,True,optimal,29200,386,120,120,253,253,11.446346620333765,4.542934241360911e-05,0.03000000002,0.5831611738094986,11.446346620333765,4.542934241360911e-05,0.03000000002,0.5831611738094986
GAC + CP-SAT,S5,69,30,full_repair,True,False,True,False,False,False,False,False,False,0,4151600,202800,0,3854600,True,30,30,0,False,False,False,0,True,optimal,22200,392,120,94,253,171,11.446346620333765,4.542934241360911e-05,0.03000000002,0.5831611738094986,11.446346620333765,4.542934241360911e-05,0.03000000002,0.5831611738094986
GAC + expl repair,S5,69,30,local_repair,True,False,True,False,False,False,False,False,False,0,3167400,192300,0,2874800,True,20,20,0,False,False,False,0,False,optimal,22500,397,120,94,253,171,10.672109918649937,4.8725135325984534e-05,0.03000000002,0.5381818565240007,10.672109918649937,4.8725135325984534e-05,0.03000000002,0.5381818565240007
ConsistXApp expl,S5,69,30,local_repair,True,False,True,False,False,False,False,True,False,73,173934400,195100,172542400,1060200,True,3,3,0,False,False,False,0,False,optimal,26700,396,120,94,253,171,11.540428407239824,4.679202373988421e-05,0.03200000002,0.5874394810153222,11.540428407239824,4.679202373988421e-05,0.03200000002,0.5874394810153222
ConsistXApp radius,S5,69,30,local_repair,True,False,True,False,False,False,False,True,False,73,172661400,202700,171257200,1046600,True,3,3,0,False,False,False,0,False,optimal,26900,398,120,94,253,171,11.540428407239824,4.679202373988421e-05,0.03200000002,0.5874394810153222,11.540428407239824,4.679202373988421e-05,0.03200000002,0.5874394810153222
ConsistXApp assume,S5,69,30,local_repair,True,False,True,False,False,False,False,True,False,73,172624700,198000,171239100,1035400,True,3,3,0,False,False,False,0,False,optimal,26500,397,120,94,253,171,11.540428407239824,4.679202373988421e-05,0.03200000002,0.5874394810153222,11.540428407239824,4.679202373988421e-05,0.03200000002,0.5874394810153222
FC + expl repair,S5,69,30,direct,True,True,False,False,False,True,False,False,False,0,276500,0,0,0,False,0,0,0,False,False,False,0,False,none,20000,394,120,0,253,0,8.54076243747179,5.9479467286339435e-05,0.036000000020000006,0.5080651874133626,8.54076243747179,5.9479467286339435e-05,0.036000000020000006,0.5080651874133626
Uncoordinated,S5,70,30,blocked,False,False,False,True,False,False,False,False,False,0,45600,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,243,0,13.922365584487743,3.993574199915375e-05,0.034000000020000004,0.45569564170961674,,,,
Static priority,S5,70,30,blocked,False,False,False,True,False,False,False,False,False,0,32000,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,243,0,8.277165042331974,5.799086976581136e-05,0.050000000020000004,0.3233355458830826,,,,
Continuous only,S5,70,30,direct,True,True,False,False,False,True,False,False,False,100,394759200,0,394627300,0,False,0,0,0,False,False,False,0,False,none,27500,394,120,120,243,243,12.56015135841541,4.1082307471898064e-05,0.04000000002,0.4064018528464188,12.56015135841541,4.1082307471898064e-05,0.04000000002,0.4064018528464188
GAC + decode,S5,70,30,direct,True,True,False,False,False,True,False,False,False,100,226763600,175900,226431200,0,False,0,0,0,False,False,False,0,False,none,31300,391,120,98,243,171,12.499036023711588,4.1603208360510514e-05,0.042000000020000004,0.39980957697110286,12.499036023711588,4.1603208360510514e-05,0.042000000020000004,0.39980957697110286
CP-SAT,S5,70,30,full_repair,True,False,True,False,False,False,False,False,False,0,3856100,0,0,3751300,True,30,30,0,False,False,False,0,True,optimal,25600,386,120,120,243,243,12.244885333626303,4.1813376446569955e-05,0.03800000002000001,0.4267686006274378,12.244885333626303,4.1813376446569955e-05,0.03800000002000001,0.4267686006274378
GAC + CP-SAT,S5,70,30,full_repair,True,False,True,False,False,False,False,False,False,0,3930200,178700,0,3662300,True,30,30,0,False,False,False,0,True,optimal,21000,392,120,98,243,171,12.244885333626303,4.1813376446569955e-05,0.03800000002000001,0.4267686006274378,12.244885333626303,4.1813376446569955e-05,0.03800000002000001,0.4267686006274378
GAC + expl repair,S5,70,30,local_repair,True,False,True,False,False,False,False,False,False,0,2969100,179900,0,2683800,True,16,17,1,True,False,False,1,False,optimal,24900,397,120,98,243,171,13.024170026042164,3.839016221380995e-05,0.042000000020000004,0.38785395654631794,13.024170026042164,3.839016221380995e-05,0.042000000020000004,0.38785395654631794
ConsistXApp expl,S5,70,30,direct,True,True,False,False,False,True,False,False,False,100,230574500,181300,230226000,0,False,0,0,0,False,False,False,0,False,none,30100,395,120,98,243,171,12.499036023711588,4.1603208360510514e-05,0.042000000020000004,0.39980957697110286,12.499036023711588,4.1603208360510514e-05,0.042000000020000004,0.39980957697110286
ConsistXApp radius,S5,70,30,direct,True,True,False,False,False,True,False,False,False,100,227091300,178000,226765000,0,False,0,0,0,False,False,False,0,False,none,29700,398,120,98,243,171,12.499036023711588,4.1603208360510514e-05,0.042000000020000004,0.39980957697110286,12.499036023711588,4.1603208360510514e-05,0.042000000020000004,0.39980957697110286
ConsistXApp assume,S5,70,30,direct,True,True,False,False,False,True,False,False,False,100,226908700,179400,226579000,0,False,0,0,0,False,False,False,0,False,none,29200,398,120,98,243,171,12.499036023711588,4.1603208360510514e-05,0.042000000020000004,0.39980957697110286,12.499036023711588,4.1603208360510514e-05,0.042000000020000004,0.39980957697110286
FC + expl repair,S5,70,30,direct,True,True,False,False,False,True,False,False,False,0,425300,0,0,0,False,0,0,0,False,False,False,0,False,none,20300,395,120,0,243,0,11.62678526464018,4.403624805535145e-05,0.04600000002,0.38638316694558444,11.62678526464018,4.403624805535145e-05,0.04600000002,0.38638316694558444
Uncoordinated,S5,71,30,blocked,False,False,False,True,False,False,False,False,False,0,44200,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,260,0,14.15122641315939,3.7876575806996296e-05,0.04000000002,0.5023101894452904,,,,
Static priority,S5,71,30,blocked,False,False,False,True,False,False,False,False,False,0,31600,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,260,0,7.618750886358885,6.300245370398233e-05,0.050000000020000004,0.4066817382966976,,,,
Continuous only,S5,71,30,direct,True,True,False,False,False,True,False,False,False,59,246948800,0,246793000,0,False,0,0,0,False,False,False,0,False,none,27500,395,120,120,260,260,11.579415403275869,4.66344786151494e-05,0.042000000020000004,0.5275602837971096,11.579415403275869,4.66344786151494e-05,0.042000000020000004,0.5275602837971096
GAC + decode,S5,71,30,direct,True,True,False,False,False,True,False,False,False,78,212097700,161300,211778900,0,False,0,0,0,False,False,False,0,False,none,30100,392,120,103,260,192,11.664384020670624,4.492307515522568e-05,0.042000000020000004,0.5229039826001387,11.664384020670624,4.492307515522568e-05,0.042000000020000004,0.5229039826001387
CP-SAT,S5,71,30,full_repair,True,False,True,False,False,False,False,False,False,0,4534800,0,0,4433000,True,30,30,0,False,False,False,0,True,optimal,26800,385,120,120,260,260,13.026108541243472,3.9305675856983494e-05,0.04000000002,0.5608083403118396,13.026108541243472,3.9305675856983494e-05,0.04000000002,0.5608083403118396
GAC + CP-SAT,S5,71,30,full_repair,True,False,True,False,False,False,False,False,False,0,4230700,161500,0,3962700,True,30,30,0,False,False,False,0,True,optimal,23800,392,120,103,260,192,13.026108541243472,3.9305675856983494e-05,0.04000000002,0.5608083403118396,13.026108541243472,3.9305675856983494e-05,0.04000000002,0.5608083403118396
GAC + expl repair,S5,71,30,local_repair,True,False,True,False,False,False,False,False,False,0,1960700,159000,0,1706100,True,13,13,0,False,False,False,0,False,optimal,22000,397,120,103,260,192,11.274689952175402,4.683055607202083e-05,0.04400000002,0.5008818550606755,11.274689952175402,4.683055607202083e-05,0.04400000002,0.5008818550606755
ConsistXApp expl,S5,71,30,direct,True,True,False,False,False,True,False,False,False,78,214366700,153600,214067900,0,False,0,0,0,False,False,False,0,False,none,29400,396,120,103,260,192,11.664384020670624,4.492307515522568e-05,0.042000000020000004,0.5229039826001387,11.664384020670624,4.492307515522568e-05,0.042000000020000004,0.5229039826001387
ConsistXApp radius,S5,71,30,direct,True,True,False,False,False,True,False,False,False,78,215179400,156600,214862300,0,False,0,0,0,False,False,False,0,False,none,29500,398,120,103,260,192,11.664384020670624,4.492307515522568e-05,0.042000000020000004,0.5229039826001387,11.664384020670624,4.492307515522568e-05,0.042000000020000004,0.5229039826001387
ConsistXApp assume,S5,71,30,direct,True,True,False,False,False,True,False,False,False,78,214176000,156100,213873800,0,False,0,0,0,False,False,False,0,False,none,28800,398,120,103,260,192,11.664384020670624,4.492307515522568e-05,0.042000000020000004,0.5229039826001387,11.664384020670624,4.492307515522568e-05,0.042000000020000004,0.5229039826001387
FC + expl repair,S5,71,30,direct,True,True,False,False,False,True,False,False,False,0,340800,0,0,0,False,0,0,0,False,False,False,0,False,none,21400,396,120,0,260,0,11.066546553442203,4.734991150757975e-05,0.03800000002000001,0.5103990005457965,11.066546553442203,4.734991150757975e-05,0.03800000002000001,0.5103990005457965
Uncoordinated,S5,72,30,blocked,False,False,False,True,False,False,False,False,False,0,47100,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,209,0,13.059423319724104,4.349349784397675e-05,0.038000000019999994,0.49640236320204634,,,,
Static priority,S5,72,30,blocked,False,False,False,True,False,False,False,False,False,0,34000,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,209,0,5.68029881057848,8.450259678348099e-05,0.050000000020000004,0.33299895303154015,,,,
Continuous only,S5,72,30,direct,True,True,False,False,False,True,False,False,False,41,139495900,0,139362300,0,False,0,0,0,False,False,False,0,False,none,27800,395,120,120,209,209,8.713620351241008,6.013573909326575e-05,0.036000000020000006,0.4341643715205086,8.713620351241008,6.013573909326575e-05,0.036000000020000006,0.4341643715205086
GAC + decode,S5,72,30,direct,True,True,False,False,False,True,False,False,False,76,105354600,209600,105003900,0,False,0,0,0,False,False,False,0,False,none,27300,391,120,85,209,113,8.522725860462574,6.101334344359362e-05,0.036000000020000006,0.43392530895178166,8.522725860462574,6.101334344359362e-05,0.036000000020000006,0.43392530895178166
CP-SAT,S5,72,30,full_repair,True,False,True,False,False,False,False,False,False,0,3123100,0,0,3004800,True,30,30,0,False,False,False,0,True,optimal,26000,386,120,120,209,209,7.651229443964053,6.639455838051675e-05,0.04000000002,0.3812028756044229,7.651229443964053,6.639455838051675e-05,0.04000000002,0.3812028756044229
GAC + CP-SAT,S5,72,30,full_repair,True,False,True,False,False,False,False,False,False,0,3049800,200400,0,2760600,True,30,30,0,False,False,False,0,True,optimal,21900,392,120,85,209,113,7.651229443964053,6.639455838051675e-05,0.04000000002,0.3812028756044229,7.651229443964053,6.639455838051675e-05,0.04000000002,0.3812028756044229
GAC + expl repair,S5,72,30,local_repair,True,False,True,False,False,False,False,False,False,0,1380900,194500,0,1096500,True,10,10,0,False,False,False,0,False,optimal,21800,397,120,85,209,113,7.400563563771219,6.702192282059741e-05,0.03800000002000001,0.3747523884752735,7.400563563771219,6.702192282059741e-05,0.03800000002000001,0.3747523884752735
ConsistXApp expl,S5,72,30,direct,True,True,False,False,False,True,False,False,False,76,106434200,193800,106099100,0,False,0,0,0,False,False,False,0,False,none,30000,396,120,85,209,113,8.522725860462574,6.101334344359362e-05,0.036000000020000006,0.43392530895178166,8.522725860462574,6.101334344359362e-05,0.036000000020000006,0.43392530895178166
ConsistXApp radius,S5,72,30,direct,True,True,False,False,False,True,False,False,False,76,105671500,194300,105334800,0,False,0,0,0,False,False,False,0,False,none,29100,397,120,85,209,113,8.522725860462574,6.101334344359362e-05,0.036000000020000006,0.43392530895178166,8.522725860462574,6.101334344359362e-05,0.036000000020000006,0.43392530895178166
ConsistXApp assume,S5,72,30,direct,True,True,False,False,False,True,False,False,False,76,106181400,194200,105843300,0,False,0,0,0,False,False,False,0,False,none,29400,397,120,85,209,113,8.522725860462574,6.101334344359362e-05,0.036000000020000006,0.43392530895178166,8.522725860462574,6.101334344359362e-05,0.036000000020000006,0.43392530895178166
FC + expl repair,S5,72,30,direct,True,True,False,False,False,True,False,False,False,0,288700,0,0,0,False,0,0,0,False,False,False,0,False,none,20000,396,120,0,209,0,7.400563563771219,6.702192282059741e-05,0.03800000002000001,0.3747523884752735,7.400563563771219,6.702192282059741e-05,0.03800000002000001,0.3747523884752735
Uncoordinated,S5,73,30,blocked,False,False,False,True,False,False,False,False,False,0,48100,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,221,0,11.215231257875576,4.5295543918746346e-05,0.036000000020000006,0.44165211220504313,,,,
Static priority,S5,73,30,blocked,False,False,False,True,False,False,False,False,False,0,32800,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,221,0,5.1550258968054115,9.311301429105483e-05,0.050000000020000004,0.29530184129174236,,,,
Continuous only,S5,73,30,blocked,False,False,False,True,False,False,False,True,False,59,213061000,0,212992000,0,False,0,0,0,False,False,False,0,False,none,0,0,120,120,221,221,8.453804630179835,6.482288436660294e-05,0.042000000020000004,0.3462946857850412,,,,
GAC + decode,S5,73,30,blocked,False,False,False,True,False,False,False,True,False,100,225592800,168200,225344200,0,False,0,0,0,False,False,False,0,False,none,0,0,120,98,221,158,8.215996586978358,6.621229624926973e-05,0.042000000020000004,0.3343770065664006,,,,
CP-SAT,S5,73,30,full_repair,True,False,True,False,False,False,False,False,False,0,4857000,0,0,4748100,True,30,30,0,False,False,False,0,True,optimal,27400,386,120,120,221,221,8.701511889368575,6.297756148210764e-05,0.042000000020000004,0.3527971805987669,8.701511889368575,6.297756148210764e-05,0.042000000020000004,0.3527971805987669
GAC + CP-SAT,S5,73,30,full_repair,True,False,True,False,False,False,False,False,False,0,4735900,163200,0,4484400,True,30,30,0,False,False,False,0,True,optimal,21100,392,120,98,221,158,8.701511889368575,6.297756148210764e-05,0.042000000020000004,0.3527971805987669,8.701511889368575,6.297756148210764e-05,0.042000000020000004,0.3527971805987669
GAC + expl repair,S5,73,30,local_repair,True,False,True,False,False,False,False,False,False,0,6001100,293600,0,5599000,True,18,27,2,False,False,True,9,False,optimal,24000,396,120,98,221,158,8.701511889368575,6.297756148210764e-05,0.042000000020000004,0.3527971805987669,8.701511889368575,6.297756148210764e-05,0.042000000020000004,0.3527971805987669
ConsistXApp expl,S5,73,30,local_repair,True,False,True,False,False,False,False,True,False,100,223761500,158100,222504800,958600,True,2,2,0,False,False,False,0,False,optimal,28000,396,120,98,221,158,8.215996586978358,6.621229624926973e-05,0.042000000020000004,0.3343770065664006,8.215996586978358,6.621229624926973e-05,0.042000000020000004,0.3343770065664006
ConsistXApp radius,S5,73,30,local_repair,True,False,True,False,False,False,False,True,False,100,223814500,164600,222559600,949700,True,2,2,0,False,False,False,0,False,optimal,27600,398,120,98,221,158,8.215996586978358,6.621229624926973e-05,0.042000000020000004,0.3343770065664006,8.215996586978358,6.621229624926973e-05,0.042000000020000004,0.3343770065664006
ConsistXApp assume,S5,73,30,local_repair,True,False,True,False,False,False,False,True,False,100,222908100,166000,221700600,897700,True,2,2,0,False,False,False,0,False,optimal,26000,398,120,98,221,158,8.215996586978358,6.621229624926973e-05,0.042000000020000004,0.3343770065664006,8.215996586978358,6.621229624926973e-05,0.042000000020000004,0.3343770065664006
FC + expl repair,S5,73,30,direct,True,True,False,False,False,True,False,False,False,0,587800,0,0,0,False,0,0,0,False,False,False,0,False,none,23300,396,120,0,221,0,7.477511640724953,6.900691363550632e-05,0.042000000020000004,0.35064207041480866,7.477511640724953,6.900691363550632e-05,0.042000000020000004,0.35064207041480866
Uncoordinated,S5,74,30,blocked,False,False,False,True,False,False,False,False,False,0,48100,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,247,0,12.031481432835287,4.7209481489940476e-05,0.03800000002000001,0.582204823185095,,,,
Static priority,S5,74,30,blocked,False,False,False,True,False,False,False,False,False,0,35300,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,247,0,6.507219816914984,7.376422089696116e-05,0.050000000020000004,0.3325855686881659,,,,
Continuous only,S5,74,30,blocked,False,False,False,True,False,False,False,True,False,100,391347900,0,391270400,0,False,0,0,0,False,False,False,0,False,none,0,0,120,120,247,247,11.905222974814116,4.4350282318693326e-05,0.04400000002,0.5410155543361043,,,,
GAC + decode,S5,74,30,blocked,False,False,False,True,False,False,False,True,False,100,226953900,163700,226702200,0,False,0,0,0,False,False,False,0,False,none,0,0,120,99,247,170,11.905222974814116,4.4350282318693326e-05,0.04400000002,0.5410155543361043,,,,
CP-SAT,S5,74,30,full_repair,True,False,True,False,False,False,False,False,False,0,3930700,0,0,3833200,True,30,30,0,False,False,False,0,True,optimal,24300,384,120,120,247,247,10.681070945321062,4.8309762442504735e-05,0.042000000020000004,0.5308992930311177,10.681070945321062,4.8309762442504735e-05,0.042000000020000004,0.5308992930311177
GAC + CP-SAT,S5,74,30,full_repair,True,False,True,False,False,False,False,False,False,0,4257900,169800,0,3991100,True,30,30,0,False,False,False,0,True,optimal,24000,391,120,99,247,170,10.681070945321062,4.8309762442504735e-05,0.042000000020000004,0.5308992930311177,10.681070945321062,4.8309762442504735e-05,0.042000000020000004,0.5308992930311177
GAC + expl repair,S5,74,30,local_repair,True,False,True,False,False,False,False,False,False,0,3578400,172200,0,3307100,True,22,22,0,False,False,False,0,False,optimal,23200,397,120,99,247,170,10.313844138009888,5.002984271386954e-05,0.03800000002000001,0.5081041087135161,10.313844138009888,5.002984271386954e-05,0.03800000002000001,0.5081041087135161
ConsistXApp expl,S5,74,30,local_repair,True,False,True,False,False,False,False,True,False,100,226245400,162800,224987900,940300,True,2,2,0,False,False,False,0,False,optimal,27100,395,120,99,247,170,11.729694175442397,4.603700590340697e-05,0.04400000002,0.550022720215905,11.729694175442397,4.603700590340697e-05,0.04400000002,0.550022720215905
ConsistXApp radius,S5,74,30,local_repair,True,False,True,False,False,False,False,True,False,100,228907700,168000,227567300,1009500,True,2,2,0,False,False,False,0,False,optimal,27700,398,120,99,247,170,11.729694175442397,4.603700590340697e-05,0.04400000002,0.550022720215905,11.729694175442397,4.603700590340697e-05,0.04400000002,0.550022720215905
ConsistXApp assume,S5,74,30,local_repair,True,False,True,False,False,False,False,True,False,100,226749900,172300,225498400,924200,True,2,2,0,False,False,False,0,False,optimal,27700,398,120,99,247,170,11.729694175442397,4.603700590340697e-05,0.04400000002,0.550022720215905,11.729694175442397,4.603700590340697e-05,0.04400000002,0.550022720215905
FC + expl repair,S5,74,30,direct,True,True,False,False,False,True,False,False,False,0,287700,0,0,0,False,0,0,0,False,False,False,0,False,none,19000,396,120,0,247,0,11.612811671630423,4.2711447840982876e-05,0.036000000020000006,0.5490823549220558,11.612811671630423,4.2711447840982876e-05,0.036000000020000006,0.5490823549220558
Uncoordinated,S5,75,30,blocked,False,False,False,True,False,False,False,False,False,0,47800,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,246,0,11.008770712837903,4.9415144904926864e-05,0.036000000020000006,0.43486012874723406,,,,
Static priority,S5,75,30,blocked,False,False,False,True,False,False,False,False,False,0,32700,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,246,0,6.996835373544038,6.860244301515848e-05,0.050000000020000004,0.30262316975531695,,,,
Continuous only,S5,75,30,blocked,False,False,False,True,False,False,False,True,False,69,269747300,0,269660600,0,False,0,0,0,False,False,False,0,False,none,0,0,120,120,246,246,13.117359856977728,3.750754765931671e-05,0.04000000002,0.4549515369226671,,,,
GAC + decode,S5,75,30,blocked,False,False,False,True,False,False,False,True,False,100,262871800,161800,262621600,0,False,0,0,0,False,False,False,0,False,none,0,0,120,102,246,185,11.824545014656234,4.160836627457361e-05,0.042000000020000004,0.413526000886755,,,,
CP-SAT,S5,75,30,full_repair,True,False,True,False,False,False,False,False,False,0,4644800,0,0,4541300,True,30,30,0,False,False,False,0,True,optimal,28200,386,120,120,246,246,13.661107633498505,3.718585737179388e-05,0.042000000020000004,0.47406462763281393,13.661107633498505,3.718585737179388e-05,0.042000000020000004,0.47406462763281393
GAC + CP-SAT,S5,75,30,full_repair,True,False,True,False,False,False,False,False,False,0,4507200,159900,0,4256400,True,30,30,0,False,False,False,0,True,optimal,21900,392,120,102,246,185,13.661107633498505,3.718585737179388e-05,0.042000000020000004,0.47406462763281393,13.661107633498505,3.718585737179388e-05,0.042000000020000004,0.47406462763281393
GAC + expl repair,S5,75,30,local_repair,True,False,True,False,False,False,False,False,False,0,4366500,171800,0,4096400,True,21,21,0,False,False,False,0,False,optimal,22300,397,120,102,246,185,13.584853175210142,3.680569775405508e-05,0.042000000020000004,0.46959810188379153,13.584853175210142,3.680569775405508e-05,0.042000000020000004,0.46959810188379153
ConsistXApp expl,S5,75,30,local_repair,True,False,True,False,False,False,False,True,False,100,260818100,166800,259525700,976200,True,2,2,0,False,False,False,0,False,optimal,27800,396,120,102,246,185,12.125151678608706,4.156649033010952e-05,0.042000000020000004,0.4239862776150637,12.125151678608706,4.156649033010952e-05,0.042000000020000004,0.4239862776150637
ConsistXApp radius,S5,75,30,local_repair,True,False,True,False,False,False,False,True,False,100,263810000,161500,262467400,1019500,True,2,2,0,False,False,False,0,False,optimal,26900,398,120,102,246,185,12.125151678608706,4.156649033010952e-05,0.042000000020000004,0.4239862776150637,12.125151678608706,4.156649033010952e-05,0.042000000020000004,0.4239862776150637
ConsistXApp assume,S5,75,30,local_repair,True,False,True,False,False,False,False,True,False,100,261117000,158700,259874100,936700,True,2,2,0,False,False,False,0,False,optimal,25600,398,120,102,246,185,12.125151678608706,4.156649033010952e-05,0.042000000020000004,0.4239862776150637,12.125151678608706,4.156649033010952e-05,0.042000000020000004,0.4239862776150637
FC + expl repair,S5,75,30,local_repair,True,False,True,False,False,False,False,False,False,0,55017700,191200,0,4468500,True,21,21,0,False,False,False,0,False,optimal,26500,396,120,102,246,185,13.584853175210142,3.680569775405508e-05,0.042000000020000004,0.46959810188379153,13.584853175210142,3.680569775405508e-05,0.042000000020000004,0.46959810188379153
Uncoordinated,S5,76,30,blocked,False,False,False,True,False,False,False,False,False,0,45900,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,238,0,10.601856889413423,4.9802596423201966e-05,0.042000000020000004,0.43109597401491395,,,,
Static priority,S5,76,30,blocked,False,False,False,True,False,False,False,False,False,0,31100,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,238,0,7.625824815647622,6.294401085835016e-05,0.050000000020000004,0.38293207641457927,,,,
Continuous only,S5,76,30,direct,True,True,False,False,False,True,False,False,False,100,382710500,0,382576500,0,False,0,0,0,False,False,False,0,False,none,28900,395,120,120,238,238,11.346829075041725,4.723786676041288e-05,0.04400000002,0.5275491369748346,11.346829075041725,4.723786676041288e-05,0.04400000002,0.5275491369748346
GAC + decode,S5,76,30,direct,True,True,False,False,False,True,False,False,False,93,189407500,174900,189064800,0,False,0,0,0,False,False,False,0,False,none,29100,389,120,97,238,154,9.229002450558992,5.8511199113105956e-05,0.04400000002,0.43043758447842834,9.229002450558992,5.8511199113105956e-05,0.04400000002,0.43043758447842834
CP-SAT,S5,76,30,full_repair,True,False,True,False,False,False,False,False,False,0,3592600,0,0,3493100,True,30,30,0,False,False,False,0,True,optimal,23700,386,120,120,238,238,12.76101277039277,4.325675476798462e-05,0.04000000002,0.5651875457999664,12.76101277039277,4.325675476798462e-05,0.04000000002,0.5651875457999664
GAC + CP-SAT,S5,76,30,full_repair,True,False,True,False,False,False,False,False,False,0,3361500,180700,0,3090500,True,30,30,0,False,False,False,0,True,optimal,21500,392,120,97,238,154,12.76101277039277,4.325675476798462e-05,0.04000000002,0.5651875457999664,12.76101277039277,4.325675476798462e-05,0.04000000002,0.5651875457999664
GAC + expl repair,S5,76,30,local_repair,True,False,True,False,False,False,False,False,False,0,2303200,173700,0,2036100,True,18,18,0,False,False,False,0,False,optimal,22000,397,120,97,238,154,11.51161872056633,4.551922824405542e-05,0.03800000002000001,0.535062564104344,11.51161872056633,4.551922824405542e-05,0.03800000002000001,0.535062564104344
ConsistXApp expl,S5,76,30,direct,True,True,False,False,False,True,False,False,False,93,188386600,179500,188060500,0,False,0,0,0,False,False,False,0,False,none,29600,394,120,97,238,154,9.229002450558992,5.8511199113105956e-05,0.04400000002,0.43043758447842834,9.229002450558992,5.8511199113105956e-05,0.04400000002,0.43043758447842834
ConsistXApp radius,S5,76,30,direct,True,True,False,False,False,True,False,False,False,93,187564400,186600,187229500,0,False,0,0,0,False,False,False,0,False,none,29500,397,120,97,238,154,9.229002450558992,5.8511199113105956e-05,0.04400000002,0.43043758447842834,9.229002450558992,5.8511199113105956e-05,0.04400000002,0.43043758447842834
ConsistXApp assume,S5,76,30,direct,True,True,False,False,False,True,False,False,False,93,187774300,173400,187454300,0,False,0,0,0,False,False,False,0,False,none,28400,397,120,97,238,154,9.229002450558992,5.8511199113105956e-05,0.04400000002,0.43043758447842834,9.229002450558992,5.8511199113105956e-05,0.04400000002,0.43043758447842834
FC + expl repair,S5,76,30,local_repair,True,False,True,False,False,False,False,False,False,0,52912400,187800,0,2335100,True,18,18,0,False,False,False,0,False,optimal,28200,396,120,97,238,154,11.51161872056633,4.551922824405542e-05,0.03800000002000001,0.535062564104344,11.51161872056633,4.551922824405542e-05,0.03800000002000001,0.535062564104344
Uncoordinated,S5,77,30,blocked,False,False,False,True,False,False,False,False,False,0,47400,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,203,0,12.476646929433493,4.4242656149689074e-05,0.03800000002000001,0.49504228089092717,,,,
Static priority,S5,77,30,blocked,False,False,False,True,False,False,False,False,False,0,32300,0,0,0,False,0,0,0,False,False,False,0,False,none,0,0,120,0,203,0,7.259220283459159,6.612280400055179e-05,0.050000000020000004,0.34510004355732554,,,,
Continuous only,S5,77,30,blocked,False,False,False,True,False,False,False,True,False,100,330282400,0,330204000,0,False,0,0,0,False,False,False,0,False,none,0,0,120,120,203,203,11.10511887025947,4.538447592395956e-05,0.034000000020000004,0.48442277580061627,,,,
GAC + decode,S5,77,30,blocked,False,False,False,True,False,False,False,True,False,93,103901100,178200,103639500,0,False,0,0,0,False,False,False,0,False,none,0,0,120,79,203,95,11.713860578768019,4.302595174416931e-05,0.034000000020000004,0.5029965972501818,,,,
CP-SAT,S5,77,30,full_repair,True,False,True,False,False,False,False,False,False,0,2893600,0,0,2788700,True,30,30,0,False,False,False,0,True,optimal,27300,386,120,120,203,203,10.32117640430651,4.8444090132145703e-05,0.03200000002,0.45418785843691356,10.32117640430651,4.8444090132145703e-05,0.03200000002,0.45418785843691356
GAC + CP-SAT,S5,77,30,full_repair,True,False,True,False,False,False,False,False,False,0,2599600,179300,0,2325500,True,30,30,0,False,False,False,0,True,optimal,21400,392,120,79,203,95,10.32117640430651,4.8444090132145703e-05,0.03200000002,0.45418785843691356,10.32117640430651,4.8444090132145703e-05,0.03200000002,0.45418785843691356
