Method,Feasible,Latency_ms,Stall,RepairAttempted,Repaired,RepairTimeout,CoreSize,Throughput,Energy,HOF,Fairness,Scenario,Load,Mobility,Cells,Seed,AblationConfig,Size
VeriXApp,True,75.64353942871094,False,False,False,False,0,8.138310178730611,6.487833326627467e-05,0.04400000002,0.4039449367156263,S2,0.6,3.0,10,4,,
Uncoordinated,False,0.0121593475341796,False,False,False,False,0,9.032439947490078,5.84559657268156e-05,0.03600000002,0.4311213756595428,S2,0.6,3.0,10,5,,
Static priority,False,0.3581047058105469,False,False,False,False,0,9.428004458807438,5.77004394065392e-05,0.03200000002,0.4531465710445205,S2,0.6,3.0,10,5,,
Continuous only,True,33.23960304260254,False,False,False,False,0,8.100845206793037,6.616593532123442e-05,0.03600000002,0.4429904570151848,S2,0.6,3.0,10,5,,
CP-SAT,True,5.084991455078125,False,False,False,False,0,9.211467966845063,5.645137147213034e-05,0.03600000002,0.4359792806057132,S2,0.6,3.0,10,5,,
VeriXApp,True,32.933950424194336,False,False,False,False,0,8.100845206793037,6.616593532123442e-05,0.03600000002,0.4429904570151848,S2,0.6,3.0,10,5,,
Uncoordinated,False,0.0128746032714843,False,False,False,False,0,12.299846378144188,4.3577780040605045e-05,0.04000000002,0.4471419775049375,S2,0.6,3.0,10,6,,
Static priority,False,0.2603530883789062,False,False,False,False,0,13.09070013515331,4.2778460603203e-05,0.02800000002,0.4757728059463212,S2,0.6,3.0,10,6,,
Continuous only,False,24.236440658569336,True,False,False,False,0,10.177726276296182,5.738020301844135e-05,0.04000000002,0.3214244209050671,S2,0.6,3.0,10,6,,
CP-SAT,True,5.963563919067383,False,False,False,False,0,11.422081455161688,4.692664836125637e-05,0.03600000002,0.4038655200731674,S2,0.6,3.0,10,6,,
VeriXApp,True,26.444196701049805,True,True,True,False,2,10.398125113920864,5.6163971254601374e-05,0.03600000002,0.3309991561896353,S2,0.6,3.0,10,6,,
Uncoordinated,False,0.0123977661132812,False,False,False,False,0,14.654446356573317,3.766774851595795e-05,0.03600000002,0.4747190269270613,S2,0.6,3.0,10,7,,
Static priority,False,0.4663467407226562,False,False,False,False,0,13.283610896939566,4.095272017681074e-05,0.04000000002,0.4229953012591525,S2,0.6,3.0,10,7,,
Continuous only,False,35.19749641418457,True,False,False,False,0,12.60195909407985,4.316789127299742e-05,0.04000000002,0.4440019986952054,S2,0.6,3.0,10,7,,
CP-SAT,True,6.37054443359375,False,False,False,False,0,13.38031984713203,4.065672616313445e-05,0.04000000002,0.4188542942327076,S2,0.6,3.0,10,7,,
VeriXApp,True,39.09945487976074,True,True,True,False,8,12.250499880247515,4.440635119527944e-05,0.04400000002,0.3894631490912728,S2,0.6,3.0,10,7,,
Uncoordinated,False,0.0121593475341796,False,False,False,False,0,10.93356769816392,5.0486722654371786e-05,0.03200000002,0.3208795762715228,S2,0.6,3.0,10,8,,
Static priority,False,0.2260208129882812,False,False,False,False,0,13.532576610441016,4.0199292097875766e-05,0.03200000002,0.4007040947226298,S2,0.6,3.0,10,8,,
Continuous only,True,115.67115783691406,False,False,False,False,0,11.040554435247834,4.854828651437812e-05,0.04000000002,0.2931564503443153,S2,0.6,3.0,10,8,,
CP-SAT,True,6.610393524169922,False,False,False,False,0,9.450456423056655,5.671683736801318e-05,0.03200000002,0.2806245025942319,S2,0.6,3.0,10,8,,
VeriXApp,True,119.44818496704102,False,False,False,False,0,11.040554435247834,4.854828651437812e-05,0.04000000002,0.2931564503443153,S2,0.6,3.0,10,8,,
Uncoordinated,False,0.0128746032714843,False,False,False,False,0,12.200158787389494,4.590104192568669e-05,0.02800000002,0.4122731435420403,S2,0.6,3.0,10,9,,
Static priority,False,0.2973079681396484,False,False,False,False,0,11.493723260100328,4.524208459108672e-05,0.03200000002,0.4824893936710719,S2,0.6,3.0,10,9,,
Continuous only,True,26.27491950988769,False,False,False,False,0,10.31787911788848,5.1948660560552354e-05,0.04000000002,0.4335607853114973,S2,0.6,3.0,10,9,,
CP-SAT,True,6.102085113525391,False,False,False,False,0,10.696054437463854,5.160781512728398e-05,0.03200000002,0.4616348513579793,S2,0.6,3.0,10,9,,
VeriXApp,True,25.96306800842285,False,False,False,False,0,10.31787911788848,5.1948660560552354e-05,0.04000000002,0.4335607853114973,S2,0.6,3.0,10,9,,
Uncoordinated,False,0.0128746032714843,False,False,False,False,0,12.588104593311408,4.44864432011116e-05,0.02800000002,0.530322310551145,S2,0.6,3.0,10,10,,
Static priority,False,0.1633167266845703,False,False,False,False,0,12.69440431466858,4.285352715380268e-05,0.03200000002,0.5175643925273211,S2,0.6,3.0,10,10,,
Continuous only,True,38.565874099731445,False,False,False,False,0,10.756381823525398,4.759964906416759e-05,0.04400000002,0.4226593394942171,S2,0.6,3.0,10,10,,
CP-SAT,True,5.347490310668945,False,False,False,False,0,12.166904430078302,4.668401919849259e-05,0.02800000002,0.5252006637794949,S2,0.6,3.0,10,10,,
VeriXApp,True,37.714481353759766,False,False,False,False,0,10.756381823525398,4.759964906416759e-05,0.04400000002,0.4226593394942171,S2,0.6,3.0,10,10,,
Uncoordinated,False,0.0123977661132812,False,False,False,False,0,10.96570665250722,5.106830026972868e-05,0.03200000002,0.6325724843027599,S2,0.6,3.0,10,11,,
Static priority,True,0.4034042358398437,False,False,False,False,0,12.78795841559112,4.191443094986194e-05,0.03600000002,0.6090221132445118,S2,0.6,3.0,10,11,,
Continuous only,False,36.88955307006836,True,False,False,False,0,8.724646451074198,5.960126899308068e-05,0.04000000002,0.4461867311571805,S2,0.6,3.0,10,11,,
CP-SAT,True,6.206989288330078,False,False,False,False,0,10.989187377015206,4.950320540878401e-05,0.04000000002,0.6008255485848462,S2,0.6,3.0,10,11,,
VeriXApp,True,39.211273193359375,True,True,True,False,2,8.842561087085748,5.880649224571848e-05,0.03600000002,0.4542441485426271,S2,0.6,3.0,10,11,,
Uncoordinated,False,0.0121593475341796,False,False,False,False,0,11.855831860873089,4.386027113931305e-05,0.03600000002,0.3361306626194488,S2,0.6,3.0,10,12,,
Static priority,False,0.2124309539794922,False,False,False,False,0,14.618877700410144,3.77593965359265e-05,0.04400000002,0.3890185809844029,S2,0.6,3.0,10,12,,
Continuous only,True,32.67717361450195,False,False,False,False,0,12.7114340425446,4.4054824823517554e-05,0.04000000002,0.336815115157056,S2,0.6,3.0,10,12,,
CP-SAT,True,5.100250244140625,False,False,False,False,0,13.946588247601724,3.785872147554049e-05,0.03600000002,0.3838908117005621,S2,0.6,3.0,10,12,,
VeriXApp,True,32.47785568237305,False,False,False,False,0,12.7114340425446,4.4054824823517554e-05,0.04000000002,0.336815115157056,S2,0.6,3.0,10,12,,
Uncoordinated,False,0.0123977661132812,False,False,False,False,0,11.880158430411386,4.713741851846737e-05,0.04400000002,0.3971106863482349,S2,0.6,3.0,10,13,,
Static priority,False,0.3693103790283203,False,False,False,False,0,11.500946800391958,4.4518073936534585e-05,0.04000000002,0.4163061729741377,S2,0.6,3.0,10,13,,
Continuous only,True,60.70637702941895,False,False,False,False,0,12.81478232663826,3.932957947731413e-05,0.03600000002,0.4490215425819604,S2,0.6,3.0,10,13,,
CP-SAT,True,7.421016693115234,False,False,False,False,0,11.613049380814966,4.615497466888281e-05,0.04400000002,0.4188308157873572,S2,0.6,3.0,10,13,,
VeriXApp,True,60.376882553100586,False,False,False,False,0,12.81478232663826,3.932957947731413e-05,0.03600000002,0.4490215425819604,S2,0.6,3.0,10,13,,
Uncoordinated,False,0.0126361846923828,False,False,False,False,0,9.6388727867027,5.6438134628197896e-05,0.04000000002,0.3545252054591936,S2,0.6,3.0,10,14,,
Static priority,False,0.3325939178466797,False,False,False,False,0,10.693794177890233,4.787823587053664e-05,0.04000000002,0.3997911738174449,S2,0.6,3.0,10,14,,
Continuous only,True,36.43465042114258,False,False,False,False,0,9.693903638392898,5.529248278032817e-05,0.03600000002,0.472550903177496,S2,0.6,3.0,10,14,,
CP-SAT,True,5.138158798217773,False,False,False,False,0,10.91504883366794,5.277117938522667e-05,0.04000000002,0.4381157370149635,S2,0.6,3.0,10,14,,
VeriXApp,True,36.04316711425781,False,False,False,False,0,9.693903638392898,5.529248278032817e-05,0.03600000002,0.472550903177496,S2,0.6,3.0,10,14,,
Uncoordinated,False,0.0128746032714843,False,False,False,False,0,11.596620878218827,4.691021683926561e-05,0.02800000002,0.4652784892841646,S2,0.6,3.0,10,15,,
Static priority,False,0.3106594085693359,False,False,False,False,0,10.76703401823537,4.680954839990388e-05,0.03200000002,0.5253880525195355,S2,0.6,3.0,10,15,,
Continuous only,False,29.990673065185547,True,False,False,False,0,9.750326716327642,5.251106090041252e-05,0.03600000002,0.4119277514870567,S2,0.6,3.0,10,15,,
CP-SAT,True,4.84156608581543,False,False,False,False,0,11.055523439356248,4.631169232361676e-05,0.03200000002,0.5000047410655531,S2,0.6,3.0,10,15,,
VeriXApp,True,32.36722946166992,True,True,True,False,2,10.035791193476287,5.101740262719124e-05,0.03600000002,0.4309494139270211,S2,0.6,3.0,10,15,,
Uncoordinated,False,0.0119209289550781,False,False,False,False,0,9.938183203090768,5.473837510168019e-05,0.04000000002,0.33941054963124,S2,0.6,3.0,10,16,,
Static priority,False,0.354766845703125,False,False,False,False,0,9.761384949245423,5.327112932270918e-05,0.04000000002,0.3424939380940202,S2,0.6,3.0,10,16,,
Continuous only,False,51.445722579956055,True,False,False,False,0,10.614168364395155,5.200595854986285e-05,0.04000000002,0.3519854471118556,S2,0.6,3.0,10,16,,
CP-SAT,True,5.167007446289063,False,False,False,False,0,10.389472226487651,5.236069630304109e-05,0.04000000002,0.3504129243001912,S2,0.6,3.0,10,16,,
VeriXApp,True,53.13801765441895,True,True,True,False,2,9.332557100089987,5.743334803650242e-05,0.04000000002,0.3026847833200852,S2,0.6,3.0,10,16,,
Uncoordinated,False,0.0121593475341796,False,False,False,False,0,15.875687187290357,3.6281894018492e-05,0.03600000002,0.4973032706804016,S2,0.6,3.0,10,17,,
Static priority,False,0.1974105834960937,False,False,False,False,0,12.069701859437805,4.37459024381066e-05,0.03600000002,0.4585324947837533,S2,0.6,3.0,10,17,,
Continuous only,True,60.07885932922363,False,False,False,False,0,12.21155035124286,4.192751823259607e-05,0.04400000002,0.5148072819763931,S2,0.6,3.0,10,17,,
CP-SAT,True,4.475593566894531,False,False,False,False,0,14.06714513501179,4.151517556653904e-05,0.04000000002,0.4657460500064513,S2,0.6,3.0,10,17,,
VeriXApp,True,59.4022274017334,False,False,False,False,0,12.21155035124286,4.192751823259607e-05,0.04400000002,0.5148072819763931,S2,0.6,3.0,10,17,,
Uncoordinated,False,0.0123977661132812,False,False,False,False,0,13.520645076257717,3.964307893424532e-05,0.03600000002,0.5896041173402661,S2,0.6,3.0,10,18,,
Static priority,False,0.3824234008789062,False,False,False,False,0,12.068553040730864,4.706446564745778e-05,0.03600000002,0.5204667163877558,S2,0.6,3.0,10,18,,
Continuous only,True,41.50128364562988,False,False,False,False,0,11.23937181283602,4.982484869487521e-05,0.03600000002,0.4636789027949054,S2,0.6,3.0,10,18,,
CP-SAT,True,6.799459457397461,False,False,False,False,0,11.609713470415354,4.685731490154836e-05,0.03600000002,0.5300246299712169,S2,0.6,3.0,10,18,,
VeriXApp,True,41.42212867736816,False,False,False,False,0,11.23937181283602,4.982484869487521e-05,0.03600000002,0.4636789027949054,S2,0.6,3.0,10,18,,
Uncoordinated,False,0.0123977661132812,False,False,False,False,0,10.509562608104066,4.947874801174133e-05,0.03600000002,0.5623730620678655,S2,0.6,3.0,10,19,,
Static priority,False,0.3466606140136719,False,False,False,False,0,10.966617266794936,4.960508667035734e-05,0.04000000002,0.5623303987127984,S2,0.6,3.0,10,19,,
Continuous only,True,76.66683197021484,False,False,False,False,0,8.583297387142135,6.05827779868102e-05,0.04000000002,0.5449044817060834,S2,0.6,3.0,10,19,,
CP-SAT,True,5.620241165161133,False,False,False,False,0,9.98750549727498,5.206505269427669e-05,0.04000000002,0.5670571009640963,S2,0.6,3.0,10,19,,
VeriXApp,True,75.44422149658203,False,False,False,False,0,8.583297387142135,6.05827779868102e-05,0.04000000002,0.5449044817060834,S2,0.6,3.0,10,19,,
Uncoordinated,False,0.0128746032714843,False,False,False,False,0,13.187727495889632,4.125047322744231e-05,0.03600000002,0.3947369640610056,S2,0.6,3.0,10,20,,
Static priority,False,0.3595352172851562,False,False,False,False,0,12.90686679634508,4.152828168582189e-05,0.03200000002,0.3823564736684468,S2,0.6,3.0,10,20,,
Continuous only,True,29.40225601196289,False,False,False,False,0,12.016261345525509,4.1277397830956415e-05,0.03200000002,0.3790892094486752,S2,0.6,3.0,10,20,,
CP-SAT,True,5.412578582763672,False,False,False,False,0,13.514816847332815,3.966017490690457e-05,0.02800000002,0.4284856413815032,S2,0.6,3.0,10,20,,
VeriXApp,True,28.40757369995117,False,False,False,False,0,12.016261345525509,4.1277397830956415e-05,0.03200000002,0.3790892094486752,S2,0.6,3.0,10,20,,
Uncoordinated,False,0.0128746032714843,False,False,False,False,0,9.188312763544545,6.00763180580998e-05,0.04400000002,0.5548858610307538,S2,0.6,3.0,10,21,,
Static priority,False,0.2875328063964844,False,False,False,False,0,9.374600214399464,6.058925042238573e-05,0.04400000002,0.5173992724633651,S2,0.6,3.0,10,21,,
Continuous only,False,35.79378128051758,True,False,False,False,0,9.02308121090969,6.206305661118414e-05,0.02800000002,0.602340799459351,S2,0.6,3.0,10,21,,
CP-SAT,True,7.432460784912109,False,False,False,False,0,10.030837034229313,5.662538410919768e-05,0.03600000002,0.5467708566325973,S2,0.6,3.0,10,21,,
VeriXApp,True,40.221452713012695,True,True,True,False,2,9.02308121090969,6.206305661118414e-05,0.02800000002,0.602340799459351,S2,0.6,3.0,10,21,,
Uncoordinated,False,0.0131130218505859,False,False,False,False,0,12.133750950546183,4.549293967296671e-05,0.03200000002,0.443919167848779,S2,0.6,3.0,10,22,,
Static priority,False,0.2498626708984375,False,False,False,False,0,14.807418020109294,3.6738342853643885e-05,0.04000000002,0.5039278249627203,S2,0.6,3.0,10,22,,
Continuous only,True,58.13121795654297,False,False,False,False,0,13.832387874407647,4.221975303920611e-05,0.04400000002,0.553344433426669,S2,0.6,3.0,10,22,,
CP-SAT,True,7.720947265625,False,False,False,False,0,11.24495482463891,4.98001111372168e-05,0.03600000002,0.3760320940104341,S2,0.6,3.0,10,22,,
VeriXApp,True,56.25677108764648,False,False,False,False,0,13.832387874407647,4.221975303920611e-05,0.04400000002,0.553344433426669,S2,0.6,3.0,10,22,,
Uncoordinated,False,0.0166893005371093,False,False,False,False,0,10.629035882422508,4.8169938051174205e-05,0.03200000002,0.463172086934205,S2,0.6,3.0,10,23,,
Static priority,False,0.2367496490478515,False,False,False,False,0,11.069214887989729,4.914531025956037e-05,0.03600000002,0.374070370576307,S2,0.6,3.0,10,23,,
Continuous only,True,28.87725830078125,False,False,False,False,0,11.22193265941872,4.847649834571173e-05,0.03600000002,0.4331046618397618,S2,0.6,3.0,10,23,,
CP-SAT,True,6.410121917724609,False,False,False,False,0,11.825020726226786,4.465108452866772e-05,0.03200000002,0.4587540327238766,S2,0.6,3.0,10,23,,
VeriXApp,True,28.606414794921875,False,False,False,False,0,11.22193265941872,4.847649834571173e-05,0.03600000002,0.4331046618397618,S2,0.6,3.0,10,23,,
Uncoordinated,False,0.0126361846923828,False,False,False,False,0,9.519762073586245,5.546357103451159e-05,0.03600000002,0.5207262982886277,S2,0.6,3.0,10,24,,
Static priority,False,0.274658203125,False,False,False,False,0,12.726096772817629,4.0232288748079385e-05,0.03600000002,0.491616112991983,S2,0.6,3.0,10,24,,
Continuous only,True,44.48890686035156,False,False,False,False,0,13.858520878981569,3.983109054857269e-05,0.04000000002,0.5212830215606163,S2,0.6,3.0,10,24,,
CP-SAT,True,6.797552108764648,False,False,False,False,0,10.979008812430534,4.809177303894624e-05,0.04000000002,0.4320198340714049,S2,0.6,3.0,10,24,,
VeriXApp,True,44.806718826293945,False,False,False,False,0,13.858520878981569,3.983109054857269e-05,0.04000000002,0.5212830215606163,S2,0.6,3.0,10,24,,
Uncoordinated,False,0.0166893005371093,False,False,False,False,0,8.758754064369647,6.484940618559063e-05,0.04400000002,0.5458754865741461,S2,0.6,3.0,10,25,,
Static priority,False,0.2987384796142578,False,False,False,False,0,8.785483368860818,6.283091969151105e-05,0.04400000002,0.5005714981355263,S2,0.6,3.0,10,25,,
Continuous only,True,42.48857498168945,False,False,False,False,0,8.67752008441121,6.453456685234481e-05,0.04000000002,0.4606489600321268,S2,0.6,3.0,10,25,,
CP-SAT,True,6.122589111328125,False,False,False,False,0,9.037777320367155,6.107696399600772e-05,0.04000000002,0.5866414969145808,S2,0.6,3.0,10,25,,
VeriXApp,True,43.19024085998535,False,False,False,False,0,8.67752008441121,6.453456685234481e-05,0.04000000002,0.4606489600321268,S2,0.6,3.0,10,25,,
Uncoordinated,False,0.0126361846923828,False,False,False,False,0,11.10646991590468,4.753985775839484e-05,0.04000000002,0.4609737558571192,S2,0.6,3.0,10,26,,
Static priority,False,0.2913475036621094,False,False,False,False,0,10.671688259045688,4.947670763831103e-05,0.04000000002,0.4456019104392885,S2,0.6,3.0,10,26,,
Continuous only,True,48.70462417602539,False,False,False,False,0,13.651236230707855,3.7505760749219066e-05,0.03200000002,0.4936400755828616,S2,0.6,3.0,10,26,,
CP-SAT,True,6.644964218139648,False,False,False,False,0,14.210864222828937,3.6028772914282125e-05,0.03600000002,0.5484185602273958,S2,0.6,3.0,10,26,,
VeriXApp,True,48.529863357543945,False,False,False,False,0,13.651236230707855,3.7505760749219066e-05,0.03200000002,0.4936400755828616,S2,0.6,3.0,10,26,,
Uncoordinated,False,0.0159740447998046,False,False,False,False,0,13.513166415721471,4.084904921749449e-05,0.03600000002,0.4956601882947235,S2,0.6,3.0,10,27,,
Static priority,False,0.3685951232910156,False,False,False,False,0,13.953714391741856,3.8412711121364055e-05,0.03200000002,0.5050022249705383,S2,0.6,3.0,10,27,,
Continuous only,False,24.733543395996094,True,False,False,False,0,8.340768273301311,6.234437679614157e-05,0.04400000002,0.3702647069481236,S2,0.6,3.0,10,27,,
CP-SAT,True,4.076719284057617,False,False,False,False,0,13.351040051964972,4.194429780903703e-05,0.03600000002,0.4933339664112966,S2,0.6,3.0,10,27,,
VeriXApp,True,26.17812156677246,True,True,True,False,2,9.013877989774278,6.0351382680921184e-05,0.04400000002,0.403970390503428,S2,0.6,3.0,10,27,,
Uncoordinated,False,0.0126361846923828,False,False,False,False,0,10.084316189197748,5.71183994227598e-05,0.04000000002,0.4347320320610245,S2,0.6,3.0,10,28,,
