Method,Feasible,Latency_ms,Stall,RepairAttempted,Repaired,RepairTimeout,CoreSize,Throughput,Energy,HOF,Fairness,Scenario,Load,Mobility,Cells,Seed,AblationConfig,Size
Static priority,False,0.2706050872802734,False,False,False,False,0,13.67797361616162,3.7432445358355646e-05,0.03200000002,0.4377902828606791,S4,0.6,3.0,10,17,,
Continuous only,False,78.84478569030762,True,False,False,False,0,10.661719181337752,4.802227401526421e-05,0.03600000002,0.4525777866429502,S4,0.6,3.0,10,17,,
CP-SAT,True,6.891489028930664,False,False,False,False,0,14.462823339019415,3.927310641122099e-05,0.03600000002,0.4637766023743983,S4,0.6,3.0,10,17,,
VeriXApp,True,82.99708366394043,True,True,True,False,4,12.976291396616498,4.253911869950232e-05,0.03600000002,0.4209081877669237,S4,0.6,3.0,10,17,,
Uncoordinated,False,0.0131130218505859,False,False,False,False,0,13.520645076257717,3.964307893424532e-05,0.03600000002,0.5896041173402661,S4,0.6,3.0,10,18,,
Static priority,True,0.4639625549316406,False,False,False,False,0,13.35569196625906,4.192968821194343e-05,0.04000000002,0.5485494786157123,S4,0.6,3.0,10,18,,
Continuous only,True,70.03569602966309,False,False,False,False,0,12.637472199071366,4.1147469352155005e-05,0.02800000002,0.5660940598930532,S4,0.6,3.0,10,18,,
CP-SAT,True,7.429838180541992,False,False,False,False,0,14.105548450386534,3.9700689552745066e-05,0.04000000002,0.5866343002742648,S4,0.6,3.0,10,18,,
VeriXApp,True,67.71731376647949,False,False,False,False,0,12.637472199071366,4.1147469352155005e-05,0.02800000002,0.5660940598930532,S4,0.6,3.0,10,18,,
Uncoordinated,False,0.0150203704833984,False,False,False,False,0,10.509562608104066,4.947874801174133e-05,0.03600000002,0.5623730620678655,S4,0.6,3.0,10,19,,
Static priority,True,0.5235671997070312,False,False,False,False,0,10.08049395209946,5.079116186497646e-05,0.04400000002,0.5335225298631339,S4,0.6,3.0,10,19,,
Continuous only,False,73.65679740905762,True,False,False,False,0,10.03565138857894,5.1815271362632754e-05,0.04000000002,0.5274665875755934,S4,0.6,3.0,10,19,,
CP-SAT,True,7.41267204284668,False,False,False,False,0,10.321927038006674,4.960314078124652e-05,0.03600000002,0.5412625048248492,S4,0.6,3.0,10,19,,
VeriXApp,True,76.93004608154297,True,True,True,False,2,9.769612784448242,5.404513071802567e-05,0.04000000002,0.5107458785566371,S4,0.6,3.0,10,19,,
Uncoordinated,False,0.0123977661132812,False,False,False,False,0,13.187727495889632,4.125047322744231e-05,0.03600000002,0.3947369640610056,S4,0.6,3.0,10,20,,
Static priority,True,0.4267692565917969,False,False,False,False,0,13.417667566331287,4.1139788064590575e-05,0.03600000002,0.4078994450698853,S4,0.6,3.0,10,20,,
Continuous only,True,73.23479652404785,False,False,False,False,0,13.598072518405475,3.70640764945045e-05,0.03600000002,0.4176646055222185,S4,0.6,3.0,10,20,,
CP-SAT,True,7.287740707397461,False,False,False,False,0,13.417667566331287,4.1139788064590575e-05,0.03600000002,0.4078994450698853,S4,0.6,3.0,10,20,,
VeriXApp,True,74.13053512573242,False,False,False,False,0,13.598072518405475,3.70640764945045e-05,0.03600000002,0.4176646055222185,S4,0.6,3.0,10,20,,
Uncoordinated,False,0.0126361846923828,False,False,False,False,0,9.188312763544545,6.00763180580998e-05,0.04400000002,0.5548858610307538,S4,0.6,3.0,10,21,,
Static priority,False,0.3252029418945312,False,False,False,False,0,9.642032149073552,5.641964179224084e-05,0.04000000002,0.5192455719526223,S4,0.6,3.0,10,21,,
Continuous only,True,68.07351112365723,False,False,False,False,0,10.144785473485856,5.756652040857117e-05,0.03200000002,0.6077643005226934,S4,0.6,3.0,10,21,,
CP-SAT,True,5.588531494140625,False,False,False,False,0,9.983952897903093,5.84938657034987e-05,0.04000000002,0.5853582395164137,S4,0.6,3.0,10,21,,
VeriXApp,True,67.51370429992676,False,False,False,False,0,10.144785473485856,5.756652040857117e-05,0.03200000002,0.6077643005226934,S4,0.6,3.0,10,21,,
Uncoordinated,False,0.0126361846923828,False,False,False,False,0,12.133750950546183,4.549293967296671e-05,0.03200000002,0.443919167848779,S4,0.6,3.0,10,22,,
Static priority,False,0.377655029296875,False,False,False,False,0,13.35808027172864,4.012552620561827e-05,0.03200000002,0.4545010771021147,S4,0.6,3.0,10,22,,
Continuous only,False,73.26412200927734,True,False,False,False,0,10.252214254688043,5.07207503747026e-05,0.03200000002,0.4473653521205127,S4,0.6,3.0,10,22,,
CP-SAT,True,7.668972015380859,False,False,False,False,0,10.462441759701155,5.0466230744885073e-05,0.03200000002,0.5129052765243776,S4,0.6,3.0,10,22,,
VeriXApp,True,75.75678825378418,True,True,True,False,4,10.341774634729274,4.87343824248007e-05,0.03200000002,0.453268336925701,S4,0.6,3.0,10,22,,
Uncoordinated,False,0.013589859008789,False,False,False,False,0,10.629035882422508,4.8169938051174205e-05,0.03200000002,0.463172086934205,S4,0.6,3.0,10,23,,
Static priority,False,0.3733634948730469,False,False,False,False,0,12.683120286188997,4.226089384200395e-05,0.03600000002,0.4477454588639197,S4,0.6,3.0,10,23,,
Continuous only,True,40.60530662536621,False,False,False,False,0,11.97936648460592,4.407578653499801e-05,0.04000000002,0.4025662358398594,S4,0.6,3.0,10,23,,
CP-SAT,True,6.148576736450195,False,False,False,False,0,10.603404370480469,5.20587521434861e-05,0.04000000002,0.3809852396291799,S4,0.6,3.0,10,23,,
VeriXApp,True,40.02571105957031,False,False,False,False,0,11.97936648460592,4.407578653499801e-05,0.04000000002,0.4025662358398594,S4,0.6,3.0,10,23,,
Uncoordinated,False,0.0126361846923828,False,False,False,False,0,9.519762073586245,5.546357103451159e-05,0.03600000002,0.5207262982886277,S4,0.6,3.0,10,24,,
Static priority,False,0.3736019134521484,False,False,False,False,0,11.875480478489994,4.5135015881745125e-05,0.03200000002,0.4084958319256009,S4,0.6,3.0,10,24,,
Continuous only,True,38.85889053344727,False,False,False,False,0,10.560069098594438,5.378752683309636e-05,0.04000000002,0.4516273228674098,S4,0.6,3.0,10,24,,
CP-SAT,True,6.241559982299805,False,False,False,False,0,10.870119542336193,5.151737272243885e-05,0.03600000002,0.4760794966353422,S4,0.6,3.0,10,24,,
VeriXApp,True,38.73896598815918,False,False,False,False,0,10.560069098594438,5.378752683309636e-05,0.04000000002,0.4516273228674098,S4,0.6,3.0,10,24,,
Uncoordinated,False,0.0126361846923828,False,False,False,False,0,8.758754064369647,6.484940618559063e-05,0.04400000002,0.5458754865741461,S4,0.6,3.0,10,25,,
Static priority,False,0.2357959747314453,False,False,False,False,0,10.037873311256972,5.49917281164487e-05,0.03600000002,0.5541086538094717,S4,0.6,3.0,10,25,,
Continuous only,True,51.6514778137207,False,False,False,False,0,8.67752008441121,6.453456685234481e-05,0.04000000002,0.4606489600321268,S4,0.6,3.0,10,25,,
CP-SAT,True,7.488012313842773,False,False,False,False,0,9.508279034447275,5.9737413883438725e-05,0.04000000002,0.5905854989635885,S4,0.6,3.0,10,25,,
VeriXApp,True,51.346778869628906,False,False,False,False,0,8.67752008441121,6.453456685234481e-05,0.04000000002,0.4606489600321268,S4,0.6,3.0,10,25,,
Uncoordinated,False,0.0126361846923828,False,False,False,False,0,11.10646991590468,4.753985775839484e-05,0.04000000002,0.4609737558571192,S4,0.6,3.0,10,26,,
Static priority,False,0.379800796508789,False,False,False,False,0,11.583145093108511,4.558347458792845e-05,0.03600000002,0.5185793518518061,S4,0.6,3.0,10,26,,
Continuous only,True,56.74052238464356,False,False,False,False,0,14.438753649488142,3.6568253245232e-05,0.03600000002,0.5035398453470695,S4,0.6,3.0,10,26,,
CP-SAT,True,6.47735595703125,False,False,False,False,0,14.32375333929246,3.518630822952273e-05,0.04000000002,0.5489438260352366,S4,0.6,3.0,10,26,,
VeriXApp,True,56.40935897827149,False,False,False,False,0,14.438753649488142,3.6568253245232e-05,0.03600000002,0.5035398453470695,S4,0.6,3.0,10,26,,
Uncoordinated,False,0.0128746032714843,False,False,False,False,0,13.513166415721471,4.084904921749449e-05,0.03600000002,0.4956601882947235,S4,0.6,3.0,10,27,,
Static priority,False,0.3743171691894531,False,False,False,False,0,13.923458391558611,4.079446241203707e-05,0.03600000002,0.419386899984723,S4,0.6,3.0,10,27,,
Continuous only,True,74.45096969604492,False,False,False,False,0,9.534552732390011,5.453847858363592e-05,0.04000000002,0.4180908422653772,S4,0.6,3.0,10,27,,
CP-SAT,True,6.417274475097656,False,False,False,False,0,13.908303091323887,3.796293455305635e-05,0.03600000002,0.4914338420523641,S4,0.6,3.0,10,27,,
VeriXApp,True,74.310302734375,False,False,False,False,0,9.534552732390011,5.453847858363592e-05,0.04000000002,0.4180908422653772,S4,0.6,3.0,10,27,,
Uncoordinated,False,0.013589859008789,False,False,False,False,0,10.084316189197748,5.71183994227598e-05,0.04000000002,0.4347320320610245,S4,0.6,3.0,10,28,,
Static priority,False,0.410318374633789,False,False,False,False,0,10.388352195486288,5.467662140361342e-05,0.04000000002,0.432562751300129,S4,0.6,3.0,10,28,,
Continuous only,True,68.72105598449707,False,False,False,False,0,11.571641325283064,4.632013600602061e-05,0.04000000002,0.4869101834001544,S4,0.6,3.0,10,28,,
CP-SAT,True,7.253408432006836,False,False,False,False,0,10.348976533806184,5.643070095794432e-05,0.03600000002,0.4737900362461755,S4,0.6,3.0,10,28,,
VeriXApp,True,69.24271583557129,False,False,False,False,0,11.571641325283064,4.632013600602061e-05,0.04000000002,0.4869101834001544,S4,0.6,3.0,10,28,,
Uncoordinated,False,0.0143051147460937,False,False,False,False,0,10.896529167869176,4.9924153977773415e-05,0.03600000002,0.47681156824269,S4,0.6,3.0,10,29,,
Static priority,False,0.4198551177978515,False,False,False,False,0,11.305103987127971,5.095043801948532e-05,0.03200000002,0.4820091746174985,S4,0.6,3.0,10,29,,
Continuous only,False,63.011884689331055,True,False,False,False,0,11.397747349456193,4.843062256739152e-05,0.04000000002,0.4189980305737096,S4,0.6,3.0,10,29,,
CP-SAT,True,5.664348602294922,False,False,False,False,0,9.98457933352582,5.448401798695502e-05,0.03600000002,0.4186293580714946,S4,0.6,3.0,10,29,,
VeriXApp,True,65.22631645202637,True,True,True,False,2,11.397747349456193,4.843062256739152e-05,0.04000000002,0.4189980305737096,S4,0.6,3.0,10,29,,
Uncoordinated,False,0.0200271606445312,False,False,False,False,0,11.157327731100882,4.804017708522697e-05,0.04200000002,0.3773889216594599,S5,0.6,3.0,10,0,,
Static priority,False,0.7615089416503906,False,False,False,False,0,12.728504905050572,4.336723001779814e-05,0.03400000002,0.4493500462179512,S5,0.6,3.0,10,0,,
Continuous only,True,204.71930503845212,False,False,False,False,0,11.473711152504707,4.601824056593387e-05,0.03400000002,0.3904314831432431,S5,0.6,3.0,10,0,,
CP-SAT,True,9.168863296508787,False,False,False,False,0,10.977500298566458,4.664085502843135e-05,0.04400000002,0.365527485285117,S5,0.6,3.0,10,0,,
VeriXApp,True,205.75881004333496,False,False,False,False,0,11.473711152504707,4.601824056593387e-05,0.03400000002,0.3904314831432431,S5,0.6,3.0,10,0,,
Uncoordinated,False,0.0221729278564453,False,False,False,False,0,5.39824310384811,0.0001007735275227,0.04200000002,0.3769909952844854,S5,0.6,3.0,10,1,,
Static priority,False,0.4312992095947265,False,False,False,False,0,6.347770705717319,8.56993778162197e-05,0.04000000002,0.4094335576571888,S5,0.6,3.0,10,1,,
Continuous only,True,228.03950309753415,False,False,False,False,0,6.091921297812438,9.061180750943369e-05,0.04000000002,0.2541809092271613,S5,0.6,3.0,10,1,,
CP-SAT,True,7.009744644165039,False,False,False,False,0,6.975015178310013,7.741918636667933e-05,0.04400000002,0.3172464867857728,S5,0.6,3.0,10,1,,
VeriXApp,True,226.8919944763184,False,False,False,False,0,6.091921297812438,9.061180750943369e-05,0.04000000002,0.2541809092271613,S5,0.6,3.0,10,1,,
Uncoordinated,False,0.0238418579101562,False,False,False,False,0,9.87363719344439,5.428597278780688e-05,0.03400000002,0.5126367595487497,S5,0.6,3.0,10,2,,
Static priority,False,0.8077621459960938,False,False,False,False,0,10.489573711553287,4.84290414433606e-05,0.03400000002,0.5113873341504935,S5,0.6,3.0,10,2,,
Continuous only,True,90.75403213500977,False,False,False,False,0,11.75357315555742,4.458218731145925e-05,0.03400000002,0.530820836307493,S5,0.6,3.0,10,2,,
CP-SAT,True,7.831096649169922,False,False,False,False,0,11.836115992346606,4.3933330860920856e-05,0.03400000002,0.5322330569868428,S5,0.6,3.0,10,2,,
VeriXApp,True,93.25313568115234,False,False,False,False,0,11.75357315555742,4.458218731145925e-05,0.03400000002,0.530820836307493,S5,0.6,3.0,10,2,,
Uncoordinated,False,0.0195503234863281,False,False,False,False,0,10.50623669394404,5.139804248949241e-05,0.03400000002,0.5850091842898671,S5,0.6,3.0,10,3,,
Static priority,False,0.3864765167236328,False,False,False,False,0,10.04442728439126,5.6946999943826654e-05,0.03600000002,0.5260886909568261,S5,0.6,3.0,10,3,,
Continuous only,True,108.6118221282959,False,False,False,False,0,11.31598614998635,4.701313636731888e-05,0.03000000002,0.5518283780548687,S5,0.6,3.0,10,3,,
CP-SAT,True,10.97393035888672,False,False,False,False,0,11.919493825703526,4.396159834153628e-05,0.03000000002,0.6109745321352965,S5,0.6,3.0,10,3,,
VeriXApp,True,106.96077346801758,False,False,False,False,0,11.31598614998635,4.701313636731888e-05,0.03000000002,0.5518283780548687,S5,0.6,3.0,10,3,,
Uncoordinated,False,0.0193119049072265,False,False,False,False,0,10.655929571413235,4.8799121326309146e-05,0.04200000002,0.4113496386810893,S5,0.6,3.0,10,4,,
Static priority,False,0.5311965942382812,False,False,False,False,0,9.793366033050113,5.432248710041427e-05,0.03600000002,0.4425260768998055,S5,0.6,3.0,10,4,,
Continuous only,True,70.42431831359863,False,False,False,False,0,10.375077410571432,5.204780442888842e-05,0.02800000002,0.4827619982799684,S5,0.6,3.0,10,4,,
CP-SAT,True,9.506940841674805,False,False,False,False,0,10.580982609238594,4.990084753933782e-05,0.04000000002,0.4141599919796582,S5,0.6,3.0,10,4,,
VeriXApp,True,70.10078430175781,False,False,False,False,0,10.375077410571432,5.204780442888842e-05,0.02800000002,0.4827619982799684,S5,0.6,3.0,10,4,,
Uncoordinated,False,0.0195503234863281,False,False,False,False,0,10.553423510289145,5.116822986147791e-05,0.03400000002,0.5171173808742345,S5,0.6,3.0,10,5,,
Static priority,False,1.0523796081542969,False,False,False,False,0,10.582505677916188,5.027164796237148e-05,0.03400000002,0.5128732115202753,S5,0.6,3.0,10,5,,
Continuous only,True,200.81758499145508,False,False,False,False,0,8.549732197538136,5.988491664656216e-05,0.04400000002,0.4713916169378415,S5,0.6,3.0,10,5,,
CP-SAT,True,10.27989387512207,False,False,False,False,0,10.59630907189513,4.982867113610609e-05,0.03400000002,0.5133471659283547,S5,0.6,3.0,10,5,,
VeriXApp,True,201.03907585144043,False,False,False,False,0,8.549732197538136,5.988491664656216e-05,0.04400000002,0.4713916169378415,S5,0.6,3.0,10,5,,
Uncoordinated,False,0.019073486328125,False,False,False,False,0,12.816579978536591,4.213292476653804e-05,0.03600000002,0.4795496440072667,S5,0.6,3.0,10,6,,
Static priority,False,0.4365444183349609,False,False,False,False,0,9.822051027764353,5.4571086882451445e-05,0.03800000002,0.4003350295208424,S5,0.6,3.0,10,6,,
Continuous only,True,80.15966415405273,False,False,False,False,0,10.416578792493834,5.299244704007521e-05,0.04400000002,0.4230552732576605,S5,0.6,3.0,10,6,,
CP-SAT,True,7.378339767456055,False,False,False,False,0,13.232636464395066,4.171504306683414e-05,0.03600000002,0.4874803756082276,S5,0.6,3.0,10,6,,
VeriXApp,True,79.3297290802002,False,False,False,False,0,10.416578792493834,5.299244704007521e-05,0.04400000002,0.4230552732576605,S5,0.6,3.0,10,6,,
Uncoordinated,False,0.0195503234863281,False,False,False,False,0,15.360979105686406,3.6456009486576046e-05,0.03800000002,0.5175104237667498,S5,0.6,3.0,10,7,,
Static priority,False,0.6384849548339844,False,False,False,False,0,14.006302936271432,3.94108282900631e-05,0.03200000002,0.4918875690798534,S5,0.6,3.0,10,7,,
Continuous only,True,147.9954719543457,False,False,False,False,0,12.633783342117422,4.242592938990249e-05,0.04000000002,0.4275017526236267,S5,0.6,3.0,10,7,,
CP-SAT,True,7.654905319213867,False,False,False,False,0,13.796421852893443,3.914058338878271e-05,0.04000000002,0.4899503866793462,S5,0.6,3.0,10,7,,
VeriXApp,True,148.29635620117188,False,False,False,False,0,12.633783342117422,4.242592938990249e-05,0.04000000002,0.4275017526236267,S5,0.6,3.0,10,7,,
Uncoordinated,False,0.0195503234863281,False,False,False,False,0,11.177377566908076,4.938546601791999e-05,0.03400000002,0.3290094386687157,S5,0.6,3.0,10,8,,
Static priority,False,0.5462169647216797,False,False,False,False,0,11.80558785815403,4.67575191199596e-05,0.04200000002,0.3343923512861479,S5,0.6,3.0,10,8,,
Continuous only,True,188.89284133911133,False,False,False,False,0,11.037300786529254,4.7112968112153546e-05,0.04200000002,0.3159622840100383,S5,0.6,3.0,10,8,,
CP-SAT,True,8.506298065185547,False,False,False,False,0,11.979271015611197,4.5745688471849006e-05,0.03200000002,0.3532775637608528,S5,0.6,3.0,10,8,,
VeriXApp,True,185.95623970031735,False,False,False,False,0,11.037300786529254,4.7112968112153546e-05,0.04200000002,0.3159622840100383,S5,0.6,3.0,10,8,,
Uncoordinated,False,0.0193119049072265,False,False,False,False,0,11.378416254190215,4.886444541833733e-05,0.03200000002,0.4191660698325782,S5,0.6,3.0,10,9,,
Static priority,False,0.72479248046875,False,False,False,False,0,13.121824063324366,4.054314380627504e-05,0.03600000002,0.4830247858642446,S5,0.6,3.0,10,9,,
Continuous only,True,101.98497772216795,False,False,False,False,0,11.357865190164318,4.437453619685976e-05,0.03200000002,0.4997080821051158,S5,0.6,3.0,10,9,,
CP-SAT,True,10.700225830078123,False,False,False,False,0,10.67253651914458,4.947277519761722e-05,0.03200000002,0.4205088180211789,S5,0.6,3.0,10,9,,
VeriXApp,True,102.308988571167,False,False,False,False,0,11.357865190164318,4.437453619685976e-05,0.03200000002,0.4997080821051158,S5,0.6,3.0,10,9,,
Uncoordinated,False,0.0195503234863281,False,False,False,False,0,13.2363137735322,4.230785168600308e-05,0.03000000002,0.5233246111530503,S5,0.6,3.0,10,10,,
Static priority,False,0.3194808959960937,False,False,False,False,0,12.57337804037847,4.358415043595593e-05,0.03200000002,0.5159601764988462,S5,0.6,3.0,10,10,,
Continuous only,True,168.26176643371582,False,False,False,False,0,13.732569715273826,3.699234815716867e-05,0.03200000002,0.5142843947476201,S5,0.6,3.0,10,10,,
